Year,China,India,United States of America,Russian Federation,Japan,Indonesia,Germany,Brazil,United Kingdom,Northern Africa,Italy,France,Bangladesh,Nigeria,Pakistan,Ukraine,Mexico,Spain,Viet Nam,Poland,Turkey,Thailand,Egypt,Republic of Korea,Philippines,Ethiopia,Iran (Islamic Republic of),Argentina,Myanmar,Caribbean,Romania,Southern Africa,Canada,South Africa,Oceania,Colombia,Democratic Republic of the Congo,Australia/New Zealand,Dem. People's Republic of Korea,Netherlands,Hungary,Morocco,Algeria,Czechia,Belgium,Nepal,Portugal,Australia,Sri Lanka,Peru,"China, Taiwan Province of China",United Republic of Tanzania,Afghanistan,Greece,Belarus,Bulgaria,Sweden,Austria,Serbia,Kazakhstan,Uzbekistan,Chile,Malaysia,Mozambique,Kenya,Cuba,Iraq,Sudan,Venezuela (Bolivarian Republic of),Uganda,Ghana,Mali,Switzerland,Angola,Cambodia,Yemen,Cameroon,Burkina Faso,Denmark,Madagascar,Finland,Croatia,Tunisia,Ecuador,Georgia,Slovakia,Syrian Arab Republic,Norway,Haiti,Guatemala,Saudi Arabia,Guinea,Bolivia (Plurinational State of),Malawi,Azerbaijan,Ireland,Zimbabwe,Bosnia and Herzegovina,Cote d'Ivoire,Niger,South Sudan,Lithuania,Senegal,Chad,Dominican Republic,Republic of Moldova,Zambia,Burundi,Somalia,Uruguay,Benin,Rwanda,El Salvador,Puerto Rico,Melanesia,"China, Hong Kong SAR",Sierra Leone,New Zealand,Latvia,Kyrgyzstan,Lao People's Democratic Republic,Papua New Guinea,Honduras,Tajikistan,Paraguay,Slovenia,Jamaica,Togo,Armenia,Lebanon,Israel,Central African Republic,Nicaragua,TFYR Macedonia,Albania,Turkmenistan,Eritrea,Libya,Estonia,Singapore
1999,1275406.7,1034539.21,278862.28,146919.74,127335.86,208612.56,81481.61,172759.24,58746.73,169688.53,57179.99,59316.11,129029.69,119327.07,135405.58,49290.79,100300.58,40539.72,79391.37,38561.69,62287.33,62306.65,68626.66,47023.88,76335.81,64640.05,65062.66,36648.07,45539.44,38030.11,22288.06,51512.84,30453.88,45058.78,30810.66,39819.28,45898.67,22682.24,22731.99,15835.52,10249.96,28514.8,30765.61,10306.65,10255.16,23305.99,10312.61,18864.11,18669.1,25561.3,21711.57,33291.54,19403.68,11090.27,9986.93,8066.88,8873.1,8051.11,9579.31,15165.57,24489.77,15076.95,22656.29,17584.87,30600.4,11110,22878.16,26607.04,24028.69,23273,18477.61,10663.72,7138.46,15949.77,11883.64,17378.1,14891.89,11282.7,5321.77,15282.52,5175.93,4456.43,9603.74,12398.69,4773.17,5397.71,16016.09,4474,8404.4,11387.2,20294.41,8653.77,8182.71,11044.36,8054.13,3795.7,12064.54,3759.12,16300.23,10947.83,6405.86,3529.18,9645.96,8041.85,8429.11,4224.27,10239.71,6278.94,8720.23,3309.32,6664.1,7593.24,5825.19,3786.58,7028.44,6579.56,4437.8,3818.13,2408.09,4861.13,5241.28,5430.48,6357.22,6114.89,5196.94,1988.32,2634.88,4825.7,3089.02,3156.65,5891.77,3676.51,4949.66,2024.39,3115.58,4466.13,3302.26,5274.16,1403.79,3818.46
2000,1283198.97,1053050.91,281982.78,146396.51,127533.93,211540.43,81487.76,175287.59,58950.85,172558.87,57293.72,59608.2,131581.24,122352.01,138523.29,48840.07,101719.67,40903.71,80285.56,38550.5,63240.12,62958.02,69905.99,47386.31,77991.57,66537.33,66131.85,37057.45,46095.46,38403.99,22128.13,52286.08,30735.77,45728.32,31229.42,40403.96,47076.39,22924.84,22929.08,15926.19,10221.05,28849.62,31183.66,10289.59,10282.03,23740.91,10355.12,19065.84,18781.94,25914.88,21840.24,34178.04,20093.76,11142.12,9933.61,7997.79,8881.64,8069.28,9487.62,15057.36,24848.92,15262.75,23185.61,18067.69,31450.48,11150.74,23565.41,27250.54,24488.34,24039.27,18938.76,10967.69,7167.25,16440.92,12152.35,17874.73,15274.23,11607.94,5341.19,15766.81,5187.95,4428.07,9699.2,12628.6,4722.06,5399.21,16410.85,4499.37,8549.2,11650.74,20764.31,8808.55,8339.51,11376.17,8122.74,3848.78,12222.25,3766.71,16686.56,11352.97,6700.66,3501.84,9884.05,8342.56,8562.62,4201.09,10531.22,6400.71,9011.48,3321.25,6865.95,8025.7,5867.63,3796.98,7193.99,6663.65,4564.3,3859,2384.16,4920.72,5329.3,5572.22,6524.28,6216.21,5302.7,1988.5,2656.86,4970.37,3069.59,3235.37,6013.74,3754.99,5026.8,2034.82,3121.97,4516.13,3392.8,5355.75,1399.11,3913.96
2001,1290937.65,1071477.86,284852.39,145814.86,127723.51,214506.5,81535.85,177750.67,59149.34,175508.85,57506.37,59911.25,134107.16,125463.43,141601.44,48402.89,103067.07,41392.1,81139.92,38524.01,64191.47,63543.32,71226.94,47712.79,79665.32,68492.26,67096.41,37471.51,46627.99,38765.02,21984.14,53032.42,31024.73,46385.01,31656.85,40988.91,48394.34,23176.47,23131.81,16018.11,10194.01,29181.83,31592.15,10271.2,10319.02,24161.78,10399.31,19268.53,18913.05,26261.36,21985.28,35117.02,20966.46,11184.4,9872.96,7930.55,8897.79,8097.75,9413.42,15039.97,25188.53,15444.97,23698.91,18588.76,32321.48,11186.54,24251.65,27945.01,24948.48,24854.89,19421.61,11293.26,7202.69,16983.27,12402.47,18390.14,15671.93,11944.59,5358.06,16260.93,5200.48,4408.08,9785.7,12852.76,4672.16,5400.01,16766.9,4523.15,8692.57,11924.95,21303.59,8971.14,8496.38,11695.86,8197.28,3909.29,12366.17,3771.28,17040.15,11771.98,6974.44,3473.62,10134.5,8663.01,8697.13,4185.51,10824.13,6555.83,9290.82,3327.1,7076.73,8329.41,5905.96,3799.91,7360.55,6722.31,4739.15,3907.93,2358.68,4962.59,5414.57,5716.15,6693.06,6327.13,5406.62,1988.35,2677.01,5111.77,3050.66,3359.86,6129.53,3832.2,5100.75,2042.84,3122.41,4564.08,3497.12,5440.57,1391.73,4018.78
2002,1298646.58,1089807.11,287506.85,145194.88,127902.62,217508.06,81611.87,180151.02,59348.95,178532.17,57801.76,60225.08,136600.67,128666.71,144654.14,47979.59,104355.61,41985.52,81956.5,38484.47,65143.05,64073.16,72590.12,48004.79,81352.06,70497.19,67983.33,37889.37,47140.22,39114.07,21854.68,53751.52,31320.89,47026.17,32094.47,41572.49,49835.76,23438.4,23336.68,16110.36,10167.87,29512.37,31995.05,10252.44,10364.89,24566.34,10443.67,19475.19,19059.3,26601.47,22143.34,36105.81,21979.92,11216.8,9807.13,7866.09,8920.69,8134.41,9352.71,15105.65,25511.88,15623.64,24198.81,19139.66,33214.01,11218,24939.3,28679.57,25408.7,25718.05,19924.52,11638.93,7243.91,17572.65,12634.73,18919.18,16084.89,12293.1,5372.8,16765.12,5213.37,4395.82,9864.33,13072.06,4624.88,5400.15,17087.9,4546.02,8834.73,12208.85,21906.31,9137.35,8653.35,12013.71,8277.02,3976.29,12500.53,3775.81,17366.52,12206,7237.28,3444.75,10396.86,9001.69,8832.29,4176.62,11120.41,6741.57,9564.17,3327.77,7295.39,8536.21,5940.3,3796.03,7528.31,6759.49,4957.22,3963.21,2332.49,4990.69,5497.27,5862.32,6863.16,6447.69,5508.61,1988.26,2695.45,5251.47,3033.9,3522.84,6239.29,3907.61,5171.73,2048.93,3119.03,4610,3614.64,5527.52,1382.73,4131.21
2003,1306343.91,1108027.85,290027.62,144584.7,128067.79,220545.21,81686.5,182482.15,59580.22,181612.13,58147.04,60550.1,139019,131972.53,147703.4,47580.56,105640.45,42653.41,82747.66,38438.83,66085.8,64554.95,73981.94,48265.03,83031.95,72545.14,68812.71,38309.38,47624.89,39453.54,21728.92,54445.09,31627.81,47648.73,32551.66,42152.15,51390.03,23719.04,23538.54,16200.95,10141.96,29843.94,32403.51,10239.28,10419.03,24950.62,10487.11,19696.97,19215.31,26937.74,22306.34,37149.07,23064.85,11243.57,9740.05,7803.88,8951.42,8175.85,9302.87,15232.33,25830.66,15799.54,24688.7,19716.6,34130.85,11244.89,25627.63,29435.94,25868.52,26624.82,20446.78,12005.13,7291.89,18203.37,12853.12,19462.09,16513.82,12654.62,5386.97,17279.14,5227.1,4388.95,9939.68,13289.6,4579.08,5399.89,17415.27,4570.11,8976.55,12500.48,22556.43,9309.85,8810.42,12336.69,8361.36,4049.55,12633.9,3779.25,17679.36,12656.87,7501.64,3414.35,10670.99,9353.2,8967.76,4171.65,11421.98,6953.11,9836.4,3325.64,7520.56,8680.35,5971.54,3787.27,7698.11,6782.57,5199.55,4022.07,2305.78,5012.27,5579.66,6010.72,7033.82,6576.88,5607.95,1988.97,2712.51,5391.4,3017.81,3701.46,6349.52,3981.67,5240.88,2053.43,3111.01,4655.74,3738.27,5615.95,1372.91,4249.3
2004,1314007.48,1126135.78,292539.32,144044.61,128213.63,223614.65,81715.66,184738.46,59884.13,184717.78,58494.7,60886.61,141307.49,135393.62,150780.3,47215.97,106995.58,43351.67,83527.68,38396.07,67007.86,65002.23,75381.9,48498.08,84678.49,74624.41,69617.1,38728.7,48073.71,39786.58,21591.16,55114.73,31949.42,48247.4,33040.25,42724.16,53034.22,24028.87,23729.5,16287.18,10115.08,30179.29,32831.1,10239.54,10480.12,25309.45,10528.27,19948.43,19372.54,27273.19,22462.37,38249.98,24118.98,11270.48,9676.9,7743.26,8990.64,8216.81,9258.34,15385.92,26160.33,15973.78,25174.11,20312.71,35074.93,11266.94,26316.61,30186.34,26327.23,27568.44,20986.54,12391.91,7347.25,18865.72,13063.38,20017.07,16959.08,13030.57,5402.76,17803,5242.19,4383.92,10017.6,13509.65,4533.33,5399.42,17806.64,4598.21,9119.18,12796.93,23228.89,9490.23,8967.74,12676.04,8448.88,4128.75,12777.51,3781.29,17997.74,13127.01,7787.66,3381.12,10955.94,9710.04,9103,4166.34,11731.75,7182.45,10116.23,3324.1,7750,8818.44,6000.78,3776.36,7871.22,6802.6,5439.7,4080.44,2278.86,5037.93,5664.61,6161.52,7204.15,6712.84,5703.74,1991.43,2728.78,5534.6,3000.61,3863.27,6468.83,4055.04,5309.7,2057.05,3097.75,4703.4,3858.62,5704.76,1363.57,4370.04
2005,1321623.49,1144118.67,295129.5,143618.19,128335.77,226712.73,81671.23,186917.36,60286.75,187832.26,58808.48,61233.9,143431.1,138939.48,153909.67,46892.16,108472.23,44042.63,84308.84,38362.67,67903.41,65425.47,76778.15,48708.5,86274.24,76727.08,70421.81,39145.49,48482.61,40115.79,21431.02,55764.05,32287.98,48820.59,33567.64,43285.63,54751.48,24374.26,23904.17,16367.16,10086.47,30521.07,33288.44,10258.18,10546.89,25640.29,10565.72,20238.9,19524.56,27610.41,22602.89,39410.55,25070.8,11301.2,9621.54,7683.76,9038.62,8253.65,9214.99,15541.46,26512.18,16147.06,25659.39,20923.07,36048.29,11284.25,27008.43,30911.91,26784.16,28543.94,21542.01,12798.76,7410.31,19552.54,13270.2,20582.93,17420.8,13421.93,5421.7,18336.72,5258.93,4378.06,10102.48,13735.23,4486.55,5398.96,18294.61,4632.36,9263.4,13096.03,23905.65,9679.75,9125.41,13039.71,8538.61,4212.98,12940.03,3781.53,18336.3,13618.45,8108.88,3344.25,11251.27,10067.01,9237.57,4157.7,12052.16,7423.29,10409.93,3325.61,7982.23,8991.74,6028.96,3765.4,8048.47,6827.76,5658.38,4135.36,2251.98,5075.38,5754.03,6314.71,7373.43,6854.18,5795.49,1996.28,2744.67,5683.27,2981.26,3986.85,6602.97,4127.91,5379.33,2060.27,3079.18,4754.64,3969.01,5792.69,1355.65,4491.04
2006,1329209.09,1161977.72,297827.36,143322.93,128432.99,229838.2,81540.35,189012.41,60802.8,190943.29,59079.87,61592.88,145368,142614.09,157093.99,46616.39,110092.38,44725.53,85094.62,38341.04,68763.41,65824.16,78159.05,48895.85,87809.42,78850.69,71227.88,39558.89,48846.47,40441.53,21243.92,56390.73,32645.48,49364.58,34138.5,43835.72,56543.01,24759.52,24061.1,16440.22,10055.9,30869.35,33777.92,10298.29,10619.57,25940.62,10599.95,20573.61,19670.15,27949.94,22725.48,40634.95,25893.45,11338.77,9575.04,7624.96,9096.26,8284.74,9173.29,15690.86,26890.26,16319.79,26143.57,21547.46,37052.05,11296.23,27697.91,31607.06,27239.17,29550.66,22113.43,13227.06,7481.41,20262.4,13474.49,21160.53,17899.56,13829.18,5444.3,18880.27,5277.57,4370.7,10196.14,13967.48,4438.9,5398.54,18914.98,4673.07,9409.46,13397.01,24578.3,9881.43,9283.33,13429.26,8630.2,4303.37,13124.27,3779.47,18699.44,14132.06,8468.15,3303.67,11556.76,10421.6,9371.34,4144.73,12383.45,7675.34,10718.32,3331.04,8216.9,9206.58,6056.48,3755.11,8230.17,6860.38,5848.69,4185.92,2225.22,5126.73,5849.36,6470.27,7541.41,7000.56,5882.8,2003.79,2760.28,5837.79,2958.5,4057.35,6755.21,4201.76,5450.21,2063.15,3054.33,4810.11,4066.65,5881.44,1349.3,4611.9
2007,1336800.51,1179681.24,300595.18,143150.14,128505.25,232989.14,81344.46,191026.64,61414.66,194076.39,59313.51,61960.95,147139.19,146417.02,160332.97,46386.36,111836.35,45393.86,85889.59,38329.59,69597.28,66195.62,79537.25,49062.43,89293.49,81000.41,72031.1,39970.22,49171.59,40763.75,21036.11,57002.23,33019.93,49887.18,34747.5,44374.57,58417.56,25179.82,24203.29,16507.06,10023.89,31225.88,34300.08,10356.59,10697.84,26214.85,10630.12,20946.66,19810.79,28292.72,22833.01,41923.72,26616.79,11380.9,9536.86,7566.95,9163.24,8311.78,9135.21,15841.36,27292.38,16491.69,26625.85,22188.39,38085.91,11303.69,28390.43,32282.53,27691.97,30590.49,22700.21,13675.61,7560.36,20997.69,13676.69,21751.61,18395.39,14252.02,5469.96,19433.52,5298.01,4362.27,10298.09,14205.45,4390.54,5398.33,19632.81,4719.65,9556.89,13700.29,25252.57,10096.73,9441.44,13840.97,8724.3,4398.07,13329.91,3774,19085.94,14668.34,8856.8,3260.09,11873.56,10775.71,9504.35,4128.65,12725.97,7939.57,11038.6,3339.74,8454.79,9447.4,6083.48,3745.26,8415.76,6898.4,6015.42,4233.15,2198.52,5189.72,5949.79,6627.92,7707.97,7152.39,5966.16,2013.54,2775.47,5997.39,2933.06,4086.47,6922.69,4275.8,5522.11,2065.46,3023.91,4870.14,4153.33,5970.36,1344.07,4732.53
2008,1344415.23,1197146.91,303374.07,143083.19,128550.51,236159.28,81130.94,192979.03,62076.22,197295.99,59502.39,62329.57,148805.81,150347.39,163644.6,46186.43,113661.81,45997.81,86707.8,38325.69,70440.03,66545.76,80953.88,49218.99,90751.86,83184.89,72845.54,40382.39,49479.75,41083.98,20821.08,57623.68,33404.55,50412.13,35379.77,44901.54,60373.61,25620.82,24335.15,16568.73,9991.2,31596.86,34860.72,10423.79,10779.17,26475.86,10652.1,21342.49,19945.83,28641.98,22928.53,43270.14,27294.03,11419.65,9507.33,7510.33,9236.89,8338.45,9099.55,16001.18,27715.83,16661.94,27111.07,22846.76,39148.42,11309.75,29111.42,32955.5,28141.7,31663.9,23298.64,14138.22,7646.11,21759.42,13880.51,22356.39,18907.01,14689.73,5497.8,19996.47,5319.9,4352.43,10407.34,14447.56,4340.51,5398.86,20325.44,4771.41,9705.03,14006.37,25940.77,10323.14,9599.86,14271.23,8821.91,4489.59,13558.47,3763.6,19497.99,15228.53,9263.14,3214.63,12203.96,11133.86,9636.52,4111.44,13082.52,8212.26,11369.28,3350.82,8696.92,9708.17,6110.3,3735.79,8604.13,6940.32,6165.37,4278.33,2171.88,5262.29,6052.19,6787.19,7872.66,7309.73,6047.12,2024.54,2790.12,6161.8,2908.22,4111.05,7097.41,4345.39,5594.51,2067.38,2991.65,4935.76,4232.64,6053.08,1339.71,4851.11
2009,1352068.09,1214270.13,306076.36,143092.77,128566.66,239340.48,80965.61,194896,62722.61,200688.23,59641.85,62687.52,150454.71,154402.18,167049.58,45994.02,115505.23,46476.07,87565.41,38324.87,71339.19,66881.87,82465.02,49379.21,92220.88,85416.25,73687.57,40799.41,49800.69,41403.98,20617.96,58287.62,33789.83,50970.82,36014.27,45416.18,62409.44,26062.52,24463.02,16626.93,9958.94,31989.9,35465.76,10486.85,10860.29,26741.1,10660.62,21739.04,20075.09,29001.51,23017.06,44664.23,28004.33,11443.83,9486.24,7456.03,9313.48,8370.04,9064.76,16184.16,28155.31,16829.44,27605.38,23524.06,40237.2,11318.6,29894.65,33650.62,28587.32,32771.9,23903.83,14606.6,7737.16,22549.55,14090.21,22974.93,19432.54,15141.1,5526.45,20569.12,5342.65,4341.08,10521.83,14691.28,4287.7,5400.72,20824.89,4827.18,9852.87,14316.21,26661.49,10556.52,9758.75,14714.6,8924.41,4568.06,13810.6,3746.56,19936.37,15813.91,9670.67,3168.77,12550.92,11502.79,9767.76,4096.04,13456.42,8489.03,11707.99,3362.76,8944.71,9977.45,6137.28,3726.33,8793.69,6983.27,6310.26,4323.48,2145.31,5340.78,6152.04,6947.45,8035.02,7472.82,6127.84,2035.42,2804.08,6330.47,2888.58,4183.16,7267.9,4404.23,5666.58,2069.09,2962.64,5007.95,4310.33,6121.05,1335.83,4965.52
2010,1359755.1,1230980.69,308641.39,143153.87,128551.87,242524.12,80894.79,196796.27,63306.84,204310.19,59729.81,63026.74,152149.1,158578.26,170560.18,45792.5,117318.94,46788.63,88472.51,38323.4,72326.91,67208.81,84107.61,49552.86,93726.62,87702.67,74567.51,41223.89,50155.9,41724.73,20440.35,59016.09,34168.67,51584.66,36635.57,45918.1,64523.26,26490.13,24591.6,16682.92,9927.84,32409.64,36117.64,10536.29,10938.74,27023.14,10652.32,22120.06,20198.35,29373.65,23102.41,46098.59,28803.17,11446.01,9473.07,7404.59,9390.17,8409.95,9029.72,16398.98,28606.29,16993.35,28112.29,24221.41,41350.15,11333.05,30762.7,34385.96,29028.03,33915.13,24512.1,15075.09,7831.97,23369.13,14308.74,23606.78,19970.5,15605.22,5554.84,21151.64,5365.78,4328.15,10639.93,14934.69,4231.66,5404.29,21018.83,4885.88,9999.62,14630.42,27425.68,10794.17,9918.24,15167.1,9032.46,4626.93,14086.32,3722.08,20401.33,16425.58,10067.19,3123.8,12916.23,11887.2,9897.99,4084.48,13850.03,8766.93,12053.22,3374.42,9199.26,10246.84,6164.63,3716.69,8983.31,7025.22,6458.72,4370.06,2118.85,5422.34,6246.27,7108.24,8194.78,7641.63,6209.88,2045.17,2817.21,6502.95,2877.31,4337.14,7425.96,4448.53,5737.72,2070.74,2940.53,5087.21,4390.84,6169.14,1332.1,5074.25
2011,1367480.26,1247236.03,311051.37,143263.99,128505.4,245707.51,80933.98,198686.69,63811.88,208185.87,59759.93,63343.58,153911.92,162877.08,174184.27,45576.31,119090.02,46909.14,89436.64,38320.95,73409.46,67530.13,85897.56,49744.66,95277.94,90046.76,75491.58,41656.88,50553.03,42047.2,20292.97,59819.9,34538.62,52263.52,37237.88,46406.65,66713.6,26898.16,24722.3,16737,9898.2,32858.82,36819.56,10568.72,11013.08,27327.15,10625.33,22479.8,20315.02,29759.99,23185.01,47570.9,29708.6,11422.81,9468.5,7356.21,9465.89,8459.86,8993.75,16647.38,29068.22,17153.36,28635.13,24939.01,42486.84,11354.65,31727.05,35167.31,29463.29,35093.65,25121.8,15540.99,7930.42,24218.57,14537.89,24252.21,20520.45,16081.9,5582.87,21743.95,5389.24,4313.37,10761.47,15177.36,4171.26,5409.85,20863.99,4947.6,10145.05,14948.92,28238.02,11035.17,10078.34,15627.62,9146.38,4662.58,14386.65,3688.87,20895.31,17064.64,10448.86,3079.88,13300.91,12288.65,10027.1,4077.37,14264.76,9043.51,12404.73,3385.62,9460.8,10516.07,6192.56,3706.98,9172.58,7065.82,6611.69,4418.37,2092.49,5506.6,6333.49,7269.35,8351.6,7815.95,6293.78,2053.44,2829.49,6679.28,2875.58,4588.37,7568.77,4476.15,5807.82,2072.38,2926.66,5174.06,4474.69,6193.5,1328.45,5176.02
2012,1375198.62,1263065.85,313335.42,143420.6,128426.38,248883.23,81066.23,200560.98,64250.33,212283.78,59733.83,63639.87,155727.05,167297.28,177911.53,45349.33,120828.31,46857.4,90451.88,38317.4,74569.87,67843.98,87813.26,49952.24,96866.64,92444.18,76453.57,42096.74,50986.51,42370.63,20171.26,60689.55,34900.71,52998.21,37824.45,46881.48,68978.68,27289.59,24854.03,16789.1,9869.68,33333.79,37565.85,10586.76,11083.55,27649.93,10581.82,22821.85,20424.56,30158.97,23263.9,49083,30696.96,11378.26,9471.73,7310.38,9540.91,8517.55,8956.98,16921.18,29540.82,17309.75,29170.46,25676.61,43646.63,11382.15,32776.57,35990.19,29893.08,36306.8,25733.05,16006.67,8031.67,25096.15,14776.87,24909.97,21082.38,16571.22,5610.66,22346.57,5412.98,4296.53,10886.67,15419.67,4107.72,5417.07,20420.7,5012.01,10289.21,15271.06,29086.36,11281.47,10239,16097.31,9264.92,4678.12,14710.83,3648.2,21418.6,17731.63,10818.26,3037.25,13703.51,12705.14,10154.95,4073.7,14699.94,9319.71,12763.78,3396.78,9729.16,10788.85,6221.25,3697.58,9361.72,7106.4,6766.1,4467.74,2066.37,5594.11,6415.17,7430.84,8505.65,7995.06,6379.22,2060.39,2840.99,6859.48,2881.92,4916.4,7699.11,4490.42,5877.11,2074.04,2920.04,5267.84,4560.98,6198.26,1324.93,5270.96
2013,1382793.21,1278562.21,315536.68,143597.23,128312.92,252032.26,81265.14,202408.63,64641.11,216536.07,59668,63919.92,157571.29,171829.3,181712.6,45115.79,122535.97,46697.55,91497.73,38309.45,75787.33,68143.07,89807.43,50169.24,98481.03,94887.72,77435.38,42539.93,51448.2,42691.68,20068.2,61601.24,35255.5,53767.4,38399.4,47342.98,71316.03,27668.26,24985.98,16839.7,9841.7,33824.77,38338.56,10594.48,11151.51,27985.31,10527.67,23150.73,20527.23,30565.72,23339.86,50636.6,31731.69,11321.3,9478.9,7266.14,9615.25,8577.78,8920.22,17207.26,30019.73,17462.98,29706.72,26434.37,44826.85,11412.17,33883.15,36849.92,30317.85,37553.73,26346.25,16477.82,8132.67,25998.34,15022.69,25576.32,21655.72,17072.72,5637.82,22961.15,5436.62,4277.81,11014.56,15661.55,4045.91,5425.13,19809.14,5077.1,10431.78,15596.21,29944.48,11536.62,10400.26,16577.15,9385.29,4681.97,15054.51,3605,21966.31,18426.37,11177.49,2997.33,14120.32,13133.59,10281.3,4071.96,15153.21,9600.19,13132.35,3408.01,10004.45,11065.15,6250.78,3688.72,9551.12,7148.57,6922.08,4517.53,2040.78,5683.81,6494.56,7592.87,8657.79,8177.81,6465.74,2066.12,2851.81,7042.95,2893.51,5276.1,7821.11,4499.65,5945.75,2075.74,2918.98,5366.28,4651,6195.97,1321.56,5360.84
2014,1390110.39,1293859.29,317718.78,143761.38,128162.87,255131.12,81489.66,204213.13,65015.69,220844.88,59585.67,64190.64,159405.28,176460.5,185546.26,44883.43,124221.6,46521.83,92544.92,38293.06,77030.63,68416.77,91812.57,50385.56,100102.25,97366.77,78411.09,42981.52,51924.18,43005.79,19972.74,62520.02,35604.73,54539.57,38970.39,47791.91,73722.86,28041.37,25116.36,16889.36,9813.34,34318.08,39113.31,10598.53,11219.16,28323.24,10471.17,23474.67,20623.56,30973.35,23413.65,52234.87,32758.02,11264.73,9484.85,7222.15,9689.38,8633.22,8884.71,17487.78,30499.62,17613.8,30228.02,27212.38,46024.25,11439.77,35006.08,37737.91,30738.38,38833.34,26962.56,16962.85,8229.63,26920.47,15270.79,26246.33,22239.9,17585.98,5663.91,23589.8,5459.72,4257.53,11143.91,15903.11,3992.35,5432.84,19203.09,5140.31,10572.47,15923.56,30776.72,11805.51,10562.16,17068.84,9503.77,4686.35,15411.68,3566,22531.35,19148.22,11530.97,2961.85,14546.11,13569.44,10405.84,4069.94,15620.97,9891.79,13513.13,3419.55,10286.71,11345.36,6281.19,3680.72,9741.44,7194.56,7079.16,4566.7,2016.13,5774.57,6576.4,7755.79,8809.22,8362.75,6552.58,2070.85,2862.09,7228.92,2906.22,5603.28,7941.33,4515.39,6014,2077.5,2920.78,5466.24,4746.05,6204.11,1318.36,5448.34
2015,1397028.55,1309053.98,319929.16,143888,127974.96,258162.11,81707.79,205962.11,65397.08,225135.66,59504.21,64457.2,161200.89,181181.74,189380.51,44657.7,125890.95,46397.66,93571.57,38265.23,78271.47,68657.6,93778.17,50593.66,101716.36,99873.03,79360.49,43417.77,52403.67,43309.61,19876.62,63419.64,35949.71,55291.23,39542.98,48228.7,76196.62,28414.09,25243.92,16938.5,9783.93,34803.32,39871.53,10603.76,11287.94,28656.28,10418.47,23799.56,20714.04,31376.67,23485.76,53879.96,33736.49,11217.8,9485.77,7177.4,9763.57,8678.66,8851.28,17749.65,30976.02,17762.68,30723.16,28010.69,47236.26,11461.43,36115.65,38647.8,31155.13,40144.87,27582.82,17467.91,8319.77,27859.31,15517.64,26916.21,22834.52,18110.62,5688.7,24234.09,5481.97,4236.02,11273.66,16144.37,3951.52,5439.32,18734.99,5199.84,10711.06,16252.43,31557.14,12091.53,10724.71,17573.61,9617.48,4700.11,15777.45,3535.96,23108.47,19896.97,11882.14,2931.93,14976.99,14009.41,10528.39,4065.98,16100.59,10199.27,13908.13,3431.55,10575.95,11629.55,6312.48,3673.73,9933.15,7245.7,7237.03,4614.53,1992.66,5865.4,6663.97,7919.83,8960.83,8548.65,6639.12,2074.79,2871.93,7416.8,2916.95,5851.48,8064.55,4546.1,6082.04,2079.31,2923.35,5565.28,4846.98,6234.96,1315.32,5535.26